jahr,stadtkreis,quartier,staatenkleingruppe,anzahl
2016,Oberwinterthur,Hegmatten,Türkei,NA
2016,Oberwinterthur,Hegmatten,übriges Mitteleuropa,22
2016,Oberwinterthur,Hegmatten,übriges Südosteuropa,NA
2016,Oberwinterthur,Hegmatten,Westeuropa,30
2016,Stadt,Heiligberg,Afrika,23
2016,Stadt,Heiligberg,Amerika,21
2016,Stadt,Heiligberg,Asien,53
2016,Stadt,Heiligberg,Australien und Ozeanien,NA
2016,Stadt,Heiligberg,Bosnien u. Herzegowina,NA
2016,Stadt,Heiligberg,Deutschland,175
2016,Stadt,Heiligberg,Italien,77
2016,Stadt,Heiligberg,Kosovo,NA
2016,Stadt,Heiligberg,Mazedonien,NA
2016,Stadt,Heiligberg,Österreich,35
2016,Stadt,Heiligberg,Osteuropa und Russland,NA
2016,Stadt,Heiligberg,Portugal,21
2016,Stadt,Heiligberg,Schweiz,2791
2016,Stadt,Heiligberg,Serbien,NA
2016,Stadt,Heiligberg,Spanien,NA
2016,Stadt,Heiligberg,Türkei,24
2016,Stadt,Heiligberg,übriges Mitteleuropa,30
2016,Stadt,Heiligberg,übriges Südosteuropa,NA
2016,Stadt,Heiligberg,Westeuropa,23
2016,Seen,Iberg,Afrika,NA
2016,Seen,Iberg,Amerika,NA
2016,Seen,Iberg,Asien,NA
2016,Seen,Iberg,Deutschland,33
2016,Seen,Iberg,Italien,37
2016,Seen,Iberg,Kosovo,NA
2016,Seen,Iberg,Mazedonien,NA
2016,Seen,Iberg,Nordeuropa,NA
2016,Seen,Iberg,Österreich,NA
2016,Seen,Iberg,Osteuropa und Russland,NA
2016,Seen,Iberg,Portugal,NA
2016,Seen,Iberg,Schweiz,962
2016,Seen,Iberg,Türkei,NA
2016,Seen,Iberg,übriges Mitteleuropa,NA
2016,Seen,Iberg,übriges Südosteuropa,NA
2016,Seen,Iberg,Westeuropa,NA
2016,Stadt,Lind,Afrika,47
2016,Stadt,Lind,Amerika,32
2016,Stadt,Lind,Asien,75
2016,Stadt,Lind,Bosnien u. Herzegowina,NA
2016,Stadt,Lind,Deutschland,360
2016,Stadt,Lind,Italien,115
2016,Stadt,Lind,Kosovo,23
2016,Stadt,Lind,Mazedonien,38
2016,Stadt,Lind,Nordeuropa,21
2016,Stadt,Lind,Österreich,44
2016,Stadt,Lind,Osteuropa und Russland,NA
2016,Stadt,Lind,Portugal,NA
2016,Stadt,Lind,Schweiz,4580
2016,Stadt,Lind,Serbien,37
2016,Stadt,Lind,Spanien,21
2016,Stadt,Lind,Türkei,45
2016,Stadt,Lind,übriges Mitteleuropa,39
2016,Stadt,Lind,übriges Südosteuropa,NA
2016,Stadt,Lind,Westeuropa,69
2016,Wülflingen,Lindenplatz,Afrika,56
2016,Wülflingen,Lindenplatz,Amerika,23
2016,Wülflingen,Lindenplatz,Asien,64
2016,Wülflingen,Lindenplatz,Bosnien u. Herzegowina,NA
2016,Wülflingen,Lindenplatz,Deutschland,100
2016,Wülflingen,Lindenplatz,Italien,143
2016,Wülflingen,Lindenplatz,Kosovo,53
2016,Wülflingen,Lindenplatz,Mazedonien,51
2016,Wülflingen,Lindenplatz,Nordeuropa,NA
2016,Wülflingen,Lindenplatz,Österreich,NA
2016,Wülflingen,Lindenplatz,Osteuropa und Russland,NA
2016,Wülflingen,Lindenplatz,Portugal,51
2016,Wülflingen,Lindenplatz,Schweiz,1963
2016,Wülflingen,Lindenplatz,Serbien,48
2016,Wülflingen,Lindenplatz,Spanien,21
2016,Wülflingen,Lindenplatz,Türkei,28
2016,Wülflingen,Lindenplatz,übriges Mitteleuropa,27
2016,Wülflingen,Lindenplatz,übriges Südosteuropa,NA
2016,Wülflingen,Lindenplatz,unbekannt,2
2016,Wülflingen,Lindenplatz,Westeuropa,NA
2016,Wülflingen,Neuburg,Deutschland,NA
2016,Wülflingen,Neuburg,Kosovo,NA
2016,Wülflingen,Neuburg,Schweiz,172
2016,Stadt,Neuwiesen,Afrika,50
2016,Stadt,Neuwiesen,Amerika,36
2016,Stadt,Neuwiesen,Asien,88
2016,Stadt,Neuwiesen,Australien und Ozeanien,NA
2016,Stadt,Neuwiesen,Bosnien u. Herzegowina,NA
2016,Stadt,Neuwiesen,Deutschland,243
2016,Stadt,Neuwiesen,Italien,109
2016,Stadt,Neuwiesen,Kosovo,37
2016,Stadt,Neuwiesen,Mazedonien,31
2016,Stadt,Neuwiesen,Nordeuropa,NA
2016,Stadt,Neuwiesen,Österreich,35
2016,Stadt,Neuwiesen,Osteuropa und Russland,NA
2016,Stadt,Neuwiesen,Portugal,33
2016,Stadt,Neuwiesen,Schweiz,3030
2016,Stadt,Neuwiesen,Serbien,47
2016,Stadt,Neuwiesen,Spanien,23
2016,Stadt,Neuwiesen,Türkei,24
2016,Stadt,Neuwiesen,übriges Mitteleuropa,36
2016,Stadt,Neuwiesen,übriges Südosteuropa,NA
2016,Stadt,Neuwiesen,unbekannt,4
2016,Stadt,Neuwiesen,Westeuropa,60
2016,Wülflingen,Niederfeld,Afrika,NA
2016,Wülflingen,Niederfeld,Amerika,NA
2016,Wülflingen,Niederfeld,Asien,32
2016,Wülflingen,Niederfeld,Australien und Ozeanien,NA
2016,Wülflingen,Niederfeld,Bosnien u. Herzegowina,NA
2016,Wülflingen,Niederfeld,Deutschland,103
2016,Wülflingen,Niederfeld,Italien,96
2016,Wülflingen,Niederfeld,Kosovo,21
2016,Wülflingen,Niederfeld,Mazedonien,NA
2016,Wülflingen,Niederfeld,Nordeuropa,NA
2016,Wülflingen,Niederfeld,Österreich,NA
2016,Wülflingen,Niederfeld,Osteuropa und Russland,NA
2016,Wülflingen,Niederfeld,Portugal,NA
2016,Wülflingen,Niederfeld,Schweiz,1600
2016,Wülflingen,Niederfeld,Serbien,NA
2016,Wülflingen,Niederfeld,Spanien,NA
2016,Wülflingen,Niederfeld,Türkei,29
2016,Wülflingen,Niederfeld,übriges Mitteleuropa,25
2016,Wülflingen,Niederfeld,übriges Südosteuropa,NA
2016,Wülflingen,Niederfeld,unbekannt,1
2016,Wülflingen,Niederfeld,Westeuropa,NA
2016,Wülflingen,Oberfeld,Afrika,101
2016,Wülflingen,Oberfeld,Amerika,40
2016,Wülflingen,Oberfeld,Asien,100
2016,Wülflingen,Oberfeld,Australien und Ozeanien,NA
2016,Wülflingen,Oberfeld,Bosnien u. Herzegowina,22
2016,Wülflingen,Oberfeld,Deutschland,279
2016,Wülflingen,Oberfeld,Italien,314
2016,Wülflingen,Oberfeld,Kosovo,96
2016,Wülflingen,Oberfeld,Mazedonien,85
2016,Wülflingen,Oberfeld,Nordeuropa,22
2016,Wülflingen,Oberfeld,Österreich,33
2016,Wülflingen,Oberfeld,Osteuropa und Russland,NA
2016,Wülflingen,Oberfeld,Portugal,77
2016,Wülflingen,Oberfeld,Schweiz,3747
2016,Wülflingen,Oberfeld,Serbien,62
2016,Wülflingen,Oberfeld,Spanien,45
2016,Wülflingen,Oberfeld,Türkei,100
2016,Wülflingen,Oberfeld,übriges Mitteleuropa,67
2016,Wülflingen,Oberfeld,übriges Südosteuropa,29
2016,Wülflingen,Oberfeld,unbekannt,6
2016,Wülflingen,Oberfeld,Westeuropa,36
2016,Seen,Oberseen,Afrika,NA
2016,Seen,Oberseen,Amerika,NA
2016,Seen,Oberseen,Asien,22
2016,Seen,Oberseen,Deutschland,80
2016,Seen,Oberseen,Italien,46
2016,Seen,Oberseen,Kosovo,NA
2016,Seen,Oberseen,Mazedonien,NA
2016,Seen,Oberseen,Nordeuropa,NA
2016,Seen,Oberseen,Österreich,NA
2016,Seen,Oberseen,Osteuropa und Russland,NA
2016,Seen,Oberseen,Schweiz,2101
2016,Seen,Oberseen,Serbien,NA
2016,Seen,Oberseen,Spanien,NA
2016,Seen,Oberseen,Türkei,30
2016,Seen,Oberseen,übriges Mitteleuropa,NA
2016,Seen,Oberseen,übriges Südosteuropa,NA
2016,Seen,Oberseen,Westeuropa,NA
2016,Oberwinterthur,Reutlingen,Afrika,NA
2016,Oberwinterthur,Reutlingen,Australien und Ozeanien,NA
2016,Oberwinterthur,Reutlingen,Bosnien u. Herzegowina,NA
2016,Oberwinterthur,Reutlingen,Deutschland,NA
2016,Oberwinterthur,Reutlingen,Italien,NA
2016,Oberwinterthur,Reutlingen,Österreich,NA
2016,Oberwinterthur,Reutlingen,Portugal,NA
2016,Oberwinterthur,Reutlingen,Schweiz,354
2016,Oberwinterthur,Reutlingen,Spanien,NA
2016,Oberwinterthur,Reutlingen,übriges Mitteleuropa,NA
2016,Oberwinterthur,Reutlingen,Westeuropa,NA
2016,Oberwinterthur,Ricketwil,Deutschland,NA
2016,Oberwinterthur,Ricketwil,Italien,NA
2016,Oberwinterthur,Ricketwil,Schweiz,80
2016,Veltheim,Rosenberg,Afrika,27
2016,Veltheim,Rosenberg,Amerika,25
2016,Veltheim,Rosenberg,Asien,107
2016,Veltheim,Rosenberg,Australien und Ozeanien,NA
2016,Veltheim,Rosenberg,Bosnien u. Herzegowina,NA
2016,Veltheim,Rosenberg,Deutschland,244
2016,Veltheim,Rosenberg,Italien,141
2016,Veltheim,Rosenberg,Kosovo,34
2016,Veltheim,Rosenberg,Mazedonien,44
2016,Veltheim,Rosenberg,Nordeuropa,NA
2016,Veltheim,Rosenberg,Österreich,25
2016,Veltheim,Rosenberg,Osteuropa und Russland,NA
2016,Veltheim,Rosenberg,Portugal,57
2016,Veltheim,Rosenberg,Schweiz,4632
2016,Veltheim,Rosenberg,Serbien,68
2016,Veltheim,Rosenberg,Spanien,23
2016,Veltheim,Rosenberg,Türkei,44
2016,Veltheim,Rosenberg,übriges Mitteleuropa,33
2016,Veltheim,Rosenberg,übriges Südosteuropa,NA
2016,Veltheim,Rosenberg,Westeuropa,30
2016,Töss,Rossberg,Amerika,NA
2016,Töss,Rossberg,Deutschland,NA
2016,Töss,Rossberg,Italien,NA
2016,Töss,Rossberg,Österreich,NA
2016,Töss,Rossberg,Osteuropa und Russland,NA
2016,Töss,Rossberg,Portugal,NA
2016,Töss,Rossberg,Schweiz,NA
2016,Töss,Rossberg,übriges Südosteuropa,NA
2016,Töss,Rossberg,Westeuropa,NA
2016,Töss,Schlosstal,Afrika,39
2016,Töss,Schlosstal,Amerika,30
2016,Töss,Schlosstal,Asien,95
2016,Töss,Schlosstal,Australien und Ozeanien,NA
2016,Töss,Schlosstal,Bosnien u. Herzegowina,NA
2016,Töss,Schlosstal,Deutschland,112
2016,Töss,Schlosstal,Italien,200
2016,Töss,Schlosstal,Kosovo,77
2016,Töss,Schlosstal,Mazedonien,126
2016,Töss,Schlosstal,Nordeuropa,NA
2016,Töss,Schlosstal,Österreich,26
2016,Töss,Schlosstal,Osteuropa und Russland,NA
2016,Töss,Schlosstal,Portugal,39
2016,Töss,Schlosstal,Schweiz,2294
2016,Töss,Schlosstal,Serbien,73
2016,Töss,Schlosstal,Spanien,24
2016,Töss,Schlosstal,Türkei,103
2016,Töss,Schlosstal,übriges Mitteleuropa,56
2016,Töss,Schlosstal,übriges Südosteuropa,NA
2016,Töss,Schlosstal,unbekannt,1
2016,Töss,Schlosstal,Westeuropa,23
2016,Seen,Sennhof,Afrika,33
2016,Seen,Sennhof,Amerika,NA
2016,Seen,Sennhof,Asien,NA
2016,Seen,Sennhof,Bosnien u. Herzegowina,NA
2016,Seen,Sennhof,Deutschland,64
2016,Seen,Sennhof,Italien,64
2016,Seen,Sennhof,Kosovo,27
2016,Seen,Sennhof,Mazedonien,120
2016,Seen,Sennhof,Nordeuropa,NA
2016,Seen,Sennhof,Osteuropa und Russland,NA
2016,Seen,Sennhof,Portugal,NA
2016,Seen,Sennhof,Schweiz,840
2016,Seen,Sennhof,Serbien,NA
2016,Seen,Sennhof,Spanien,NA
2016,Seen,Sennhof,Türkei,21
2016,Seen,Sennhof,übriges Mitteleuropa,NA
2016,Seen,Sennhof,übriges Südosteuropa,NA
2016,Seen,Sennhof,Westeuropa,NA
2016,Seen,Sonnenberg,Afrika,NA
2016,Seen,Sonnenberg,Amerika,NA
2016,Seen,Sonnenberg,Asien,NA
2016,Seen,Sonnenberg,Deutschland,40
2016,Seen,Sonnenberg,Italien,NA
2016,Seen,Sonnenberg,Nordeuropa,NA
2016,Seen,Sonnenberg,Österreich,NA
2016,Seen,Sonnenberg,Schweiz,889
2016,Seen,Sonnenberg,Serbien,NA
2016,Seen,Sonnenberg,übriges Mitteleuropa,NA
2016,Seen,Sonnenberg,übriges Südosteuropa,NA
2016,Seen,Sonnenberg,Westeuropa,NA
2016,Oberwinterthur,Stadel,Afrika,NA
2016,Oberwinterthur,Stadel,Deutschland,NA
2016,Oberwinterthur,Stadel,Italien,NA
2016,Oberwinterthur,Stadel,Nordeuropa,NA
2016,Oberwinterthur,Stadel,Österreich,NA
2016,Oberwinterthur,Stadel,Portugal,NA
2016,Oberwinterthur,Stadel,Schweiz,260
2016,Oberwinterthur,Stadel,Spanien,NA
2016,Oberwinterthur,Stadel,übriges Mitteleuropa,NA
2016,Oberwinterthur,Stadel,Westeuropa,NA
2016,Wülflingen,Taggenberg,Afrika,NA
2016,Wülflingen,Taggenberg,Amerika,NA
2016,Wülflingen,Taggenberg,Asien,NA
2016,Wülflingen,Taggenberg,Bosnien u. Herzegowina,NA
2016,Wülflingen,Taggenberg,Deutschland,52
2016,Wülflingen,Taggenberg,Italien,48
2016,Wülflingen,Taggenberg,Kosovo,NA
2016,Wülflingen,Taggenberg,Mazedonien,NA
2016,Wülflingen,Taggenberg,Nordeuropa,NA
2016,Wülflingen,Taggenberg,Österreich,NA
2016,Wülflingen,Taggenberg,Osteuropa und Russland,NA
2016,Wülflingen,Taggenberg,Portugal,NA
2016,Wülflingen,Taggenberg,Schweiz,830
2016,Wülflingen,Taggenberg,Serbien,NA
2016,Wülflingen,Taggenberg,Spanien,NA
2016,Wülflingen,Taggenberg,Türkei,NA
2016,Wülflingen,Taggenberg,übriges Mitteleuropa,NA
2016,Wülflingen,Taggenberg,übriges Südosteuropa,NA
2016,Wülflingen,Taggenberg,Westeuropa,NA
2016,Oberwinterthur,Talacker,Afrika,90
2016,Oberwinterthur,Talacker,Amerika,51
2016,Oberwinterthur,Talacker,Asien,122
2016,Oberwinterthur,Talacker,Australien und Ozeanien,NA
2016,Oberwinterthur,Talacker,Bosnien u. Herzegowina,23
2016,Oberwinterthur,Talacker,Deutschland,344
2016,Oberwinterthur,Talacker,Italien,239
2016,Oberwinterthur,Talacker,Kosovo,78
2016,Oberwinterthur,Talacker,Mazedonien,97
2016,Oberwinterthur,Talacker,Nordeuropa,NA
2016,Oberwinterthur,Talacker,Österreich,38
2016,Oberwinterthur,Talacker,Osteuropa und Russland,NA
2016,Oberwinterthur,Talacker,Portugal,53
2016,Oberwinterthur,Talacker,Schweiz,4912
2016,Oberwinterthur,Talacker,Serbien,93
2016,Oberwinterthur,Talacker,Spanien,49
2016,Oberwinterthur,Talacker,Türkei,66
2016,Oberwinterthur,Talacker,übriges Mitteleuropa,72
2016,Oberwinterthur,Talacker,übriges Südosteuropa,35
2016,Oberwinterthur,Talacker,unbekannt,1
2016,Oberwinterthur,Talacker,Westeuropa,34
2016,Stadt,Tössfeld,Afrika,38
2016,Stadt,Tössfeld,Amerika,38
2016,Stadt,Tössfeld,Asien,86
2016,Stadt,Tössfeld,Bosnien u. Herzegowina,27
2016,Stadt,Tössfeld,Deutschland,163
2016,Stadt,Tössfeld,Italien,245
2016,Stadt,Tössfeld,Kosovo,41
2016,Stadt,Tössfeld,Mazedonien,80
2016,Stadt,Tössfeld,Nordeuropa,NA
2016,Stadt,Tössfeld,Österreich,21
2016,Stadt,Tössfeld,Osteuropa und Russland,NA
2016,Stadt,Tössfeld,Portugal,34
2016,Stadt,Tössfeld,Schweiz,2724
2016,Stadt,Tössfeld,Serbien,51
2016,Stadt,Tössfeld,Spanien,36
2016,Stadt,Tössfeld,Türkei,55
2016,Stadt,Tössfeld,übriges Mitteleuropa,49
2016,Stadt,Tössfeld,übriges Südosteuropa,22
2016,Stadt,Tössfeld,unbekannt,3
2016,Stadt,Tössfeld,Westeuropa,24
2016,Seen,Waldegg,Afrika,NA
2016,Seen,Waldegg,Amerika,NA
2016,Seen,Waldegg,Asien,NA
2016,Seen,Waldegg,Australien und Ozeanien,NA
2016,Seen,Waldegg,Deutschland,39
2016,Seen,Waldegg,Italien,39
2016,Seen,Waldegg,Kosovo,NA
2016,Seen,Waldegg,Mazedonien,NA
2016,Seen,Waldegg,Nordeuropa,NA
2016,Seen,Waldegg,Österreich,NA
2016,Seen,Waldegg,Portugal,NA
2016,Seen,Waldegg,Schweiz,1078
2016,Seen,Waldegg,Serbien,NA
2016,Seen,Waldegg,Spanien,NA
2016,Seen,Waldegg,Türkei,NA
2016,Seen,Waldegg,übriges Mitteleuropa,NA
2016,Seen,Waldegg,übriges Südosteuropa,NA
2016,Seen,Waldegg,unbekannt,1
2016,Seen,Waldegg,Westeuropa,NA
2016,Seen,Waser,Afrika,27
2016,Seen,Waser,Amerika,28
2016,Seen,Waser,Asien,49
2016,Seen,Waser,Bosnien u. Herzegowina,26
2016,Seen,Waser,Deutschland,190
2016,Seen,Waser,Italien,263
2016,Seen,Waser,Kosovo,126
2016,Seen,Waser,Mazedonien,59
2016,Seen,Waser,Nordeuropa,NA
2016,Seen,Waser,Österreich,43
2016,Seen,Waser,Osteuropa und Russland,NA
2016,Seen,Waser,Portugal,62
2016,Seen,Waser,Schweiz,4062
2016,Seen,Waser,Serbien,48
2016,Seen,Waser,Spanien,43
2016,Seen,Waser,Türkei,110
2016,Seen,Waser,übriges Mitteleuropa,49
2016,Seen,Waser,übriges Südosteuropa,NA
2016,Seen,Waser,unbekannt,1
2016,Seen,Waser,Westeuropa,25
2016,Wülflingen,Weinberg,Afrika,33
2016,Wülflingen,Weinberg,Amerika,NA
2016,Wülflingen,Weinberg,Asien,33
2016,Wülflingen,Weinberg,Bosnien u. Herzegowina,NA
2016,Wülflingen,Weinberg,Deutschland,35
2016,Wülflingen,Weinberg,Italien,43
2016,Wülflingen,Weinberg,Kosovo,28
2016,Wülflingen,Weinberg,Mazedonien,NA
2016,Wülflingen,Weinberg,Nordeuropa,NA
2016,Wülflingen,Weinberg,Österreich,NA
2016,Wülflingen,Weinberg,Portugal,NA
2016,Wülflingen,Weinberg,Schweiz,892
2016,Wülflingen,Weinberg,Serbien,NA
2016,Wülflingen,Weinberg,Spanien,NA
2016,Wülflingen,Weinberg,Türkei,NA
2016,Wülflingen,Weinberg,übriges Mitteleuropa,NA
2016,Wülflingen,Weinberg,übriges Südosteuropa,NA
2016,Wülflingen,Weinberg,unbekannt,6
2016,Wülflingen,Weinberg,Westeuropa,NA
2016,Oberwinterthur,Zinzikon,Afrika,25
2016,Oberwinterthur,Zinzikon,Amerika,NA
2016,Oberwinterthur,Zinzikon,Asien,55
2016,Oberwinterthur,Zinzikon,Bosnien u. Herzegowina,NA
2016,Oberwinterthur,Zinzikon,Deutschland,190
2016,Oberwinterthur,Zinzikon,Italien,110
2016,Oberwinterthur,Zinzikon,Kosovo,27
2016,Oberwinterthur,Zinzikon,Mazedonien,36
2016,Oberwinterthur,Zinzikon,Nordeuropa,NA
2016,Oberwinterthur,Zinzikon,Österreich,NA
2016,Oberwinterthur,Zinzikon,Osteuropa und Russland,NA
2016,Oberwinterthur,Zinzikon,Portugal,28
2016,Oberwinterthur,Zinzikon,Schweiz,2084
2016,Oberwinterthur,Zinzikon,Serbien,25
2016,Oberwinterthur,Zinzikon,Spanien,NA
2016,Oberwinterthur,Zinzikon,Türkei,52
2016,Oberwinterthur,Zinzikon,übriges Mitteleuropa,58
2016,Oberwinterthur,Zinzikon,übriges Südosteuropa,NA
2016,Oberwinterthur,Zinzikon,unbekannt,5
2016,Oberwinterthur,Zinzikon,Westeuropa,21
2015,Stadt,Altstadt,Afrika,24
2015,Stadt,Altstadt,Amerika,NA
2015,Stadt,Altstadt,Asien,NA
2015,Stadt,Altstadt,Bosnien u. Herzegowina,NA
2015,Stadt,Altstadt,Deutschland,111
2015,Stadt,Altstadt,Italien,40
2015,Stadt,Altstadt,Kosovo,NA
2015,Stadt,Altstadt,Mazedonien,NA
2015,Stadt,Altstadt,Nordeuropa,NA
2015,Stadt,Altstadt,Österreich,22
2015,Stadt,Altstadt,Osteuropa und Russland,NA
2015,Stadt,Altstadt,Portugal,NA
2015,Stadt,Altstadt,Schweiz,1644
2015,Stadt,Altstadt,Serbien,NA
2015,Stadt,Altstadt,Spanien,NA
2015,Stadt,Altstadt,Türkei,NA
2015,Stadt,Altstadt,übriges Mitteleuropa,21
2015,Stadt,Altstadt,übriges Südosteuropa,NA
2015,Stadt,Altstadt,unbekannt,1
2015,Stadt,Altstadt,Westeuropa,37
2015,Veltheim,Blumenau,Afrika,59
2015,Veltheim,Blumenau,Amerika,45
2015,Veltheim,Blumenau,Asien,97
2015,Veltheim,Blumenau,Australien und Ozeanien,NA
2015,Veltheim,Blumenau,Bosnien u. Herzegowina,NA
2015,Veltheim,Blumenau,Deutschland,191
2015,Veltheim,Blumenau,Italien,167
2015,Veltheim,Blumenau,Kosovo,93
2015,Veltheim,Blumenau,Mazedonien,113
2015,Veltheim,Blumenau,Nordeuropa,NA
2015,Veltheim,Blumenau,Österreich,26
2015,Veltheim,Blumenau,Osteuropa und Russland,NA
2015,Veltheim,Blumenau,Portugal,44
2015,Veltheim,Blumenau,Schweiz,3263
2015,Veltheim,Blumenau,Serbien,63
2015,Veltheim,Blumenau,Spanien,45
2015,Veltheim,Blumenau,Türkei,57
2015,Veltheim,Blumenau,übriges Mitteleuropa,41
2015,Veltheim,Blumenau,übriges Südosteuropa,NA
2015,Veltheim,Blumenau,unbekannt,1
2015,Veltheim,Blumenau,Westeuropa,41
2015,Stadt,Brühlberg,Afrika,NA
2015,Stadt,Brühlberg,Amerika,NA
2015,Stadt,Brühlberg,Asien,22
2015,Stadt,Brühlberg,Australien und Ozeanien,NA
2015,Stadt,Brühlberg,Bosnien u. Herzegowina,NA
2015,Stadt,Brühlberg,Deutschland,124
2015,Stadt,Brühlberg,Italien,44
2015,Stadt,Brühlberg,Kosovo,NA
2015,Stadt,Brühlberg,Mazedonien,34
2015,Stadt,Brühlberg,Nordeuropa,NA
2015,Stadt,Brühlberg,Österreich,NA
2015,Stadt,Brühlberg,Osteuropa und Russland,NA
2015,Stadt,Brühlberg,Portugal,25
2015,Stadt,Brühlberg,Schweiz,1473
2015,Stadt,Brühlberg,Serbien,NA
2015,Stadt,Brühlberg,Spanien,NA
2015,Stadt,Brühlberg,Türkei,NA
2015,Stadt,Brühlberg,übriges Mitteleuropa,NA
2015,Stadt,Brühlberg,übriges Südosteuropa,NA
2015,Stadt,Brühlberg,Westeuropa,29
2015,Seen,Büelwiesen,Afrika,32
2015,Seen,Büelwiesen,Amerika,22
2015,Seen,Büelwiesen,Asien,69
2015,Seen,Büelwiesen,Bosnien u. Herzegowina,NA
2015,Seen,Büelwiesen,Deutschland,117
2015,Seen,Büelwiesen,Italien,178
2015,Seen,Büelwiesen,Kosovo,65
2015,Seen,Büelwiesen,Mazedonien,58
2015,Seen,Büelwiesen,Nordeuropa,NA
2015,Seen,Büelwiesen,Österreich,NA
2015,Seen,Büelwiesen,Osteuropa und Russland,NA
2015,Seen,Büelwiesen,Portugal,44
2015,Seen,Büelwiesen,Schweiz,2190
2015,Seen,Büelwiesen,Serbien,32
2015,Seen,Büelwiesen,Spanien,29
2015,Seen,Büelwiesen,Türkei,64
2015,Seen,Büelwiesen,übriges Mitteleuropa,30
2015,Seen,Büelwiesen,übriges Südosteuropa,NA
2015,Seen,Büelwiesen,unbekannt,1
2015,Seen,Büelwiesen,Westeuropa,NA
2015,Töss,Dättnau,Afrika,NA
2015,Töss,Dättnau,Amerika,NA
2015,Töss,Dättnau,Asien,48
2015,Töss,Dättnau,Australien und Ozeanien,NA
2015,Töss,Dättnau,Bosnien u. Herzegowina,NA
2015,Töss,Dättnau,Deutschland,174
2015,Töss,Dättnau,Italien,186
2015,Töss,Dättnau,Kosovo,60
2015,Töss,Dättnau,Mazedonien,130
2015,Töss,Dättnau,Nordeuropa,NA
2015,Töss,Dättnau,Österreich,NA
2015,Töss,Dättnau,Osteuropa und Russland,NA
2015,Töss,Dättnau,Portugal,NA
2015,Töss,Dättnau,Schweiz,2505
2015,Töss,Dättnau,Serbien,32
2015,Töss,Dättnau,Spanien,24
2015,Töss,Dättnau,Türkei,92
2015,Töss,Dättnau,übriges Mitteleuropa,52
2015,Töss,Dättnau,übriges Südosteuropa,NA
2015,Töss,Dättnau,Westeuropa,25
2015,Mattenbach,Deutweg,Afrika,82
2015,Mattenbach,Deutweg,Amerika,60
2015,Mattenbach,Deutweg,Asien,115
2015,Mattenbach,Deutweg,Bosnien u. Herzegowina,23
2015,Mattenbach,Deutweg,Deutschland,292
2015,Mattenbach,Deutweg,Italien,204
2015,Mattenbach,Deutweg,Kosovo,49
2015,Mattenbach,Deutweg,Mazedonien,106
2015,Mattenbach,Deutweg,Nordeuropa,NA
2015,Mattenbach,Deutweg,Österreich,46
2015,Mattenbach,Deutweg,Osteuropa und Russland,NA
2015,Mattenbach,Deutweg,Portugal,51
2015,Mattenbach,Deutweg,Schweiz,5510
2015,Mattenbach,Deutweg,Serbien,52
2015,Mattenbach,Deutweg,Spanien,52
2015,Mattenbach,Deutweg,Türkei,89
2015,Mattenbach,Deutweg,übriges Mitteleuropa,71
2015,Mattenbach,Deutweg,übriges Südosteuropa,NA
2015,Mattenbach,Deutweg,unbekannt,1
2015,Mattenbach,Deutweg,Westeuropa,69
2015,Töss,Eichliacker,Afrika,73
2015,Töss,Eichliacker,Amerika,37
2015,Töss,Eichliacker,Asien,81
2015,Töss,Eichliacker,Bosnien u. Herzegowina,21
2015,Töss,Eichliacker,Deutschland,167
2015,Töss,Eichliacker,Italien,211
2015,Töss,Eichliacker,Kosovo,75
2015,Töss,Eichliacker,Mazedonien,181
2015,Töss,Eichliacker,Nordeuropa,NA
2015,Töss,Eichliacker,Österreich,42
2015,Töss,Eichliacker,Osteuropa und Russland,NA
2015,Töss,Eichliacker,Portugal,52
2015,Töss,Eichliacker,Schweiz,2519
2015,Töss,Eichliacker,Serbien,104
2015,Töss,Eichliacker,Spanien,35
2015,Töss,Eichliacker,Türkei,182
2015,Töss,Eichliacker,übriges Mitteleuropa,83
2015,Töss,Eichliacker,übriges Südosteuropa,NA
2015,Töss,Eichliacker,unbekannt,1
2015,Töss,Eichliacker,Westeuropa,28
2015,Seen,Eidberg,Deutschland,NA
2015,Seen,Eidberg,Italien,NA
2015,Seen,Eidberg,Schweiz,165
2015,Seen,Eidberg,übriges Mitteleuropa,NA
2015,Seen,Eidberg,übriges Südosteuropa,NA
2015,Mattenbach,Endliker,Afrika,36
2015,Mattenbach,Endliker,Amerika,NA
2015,Mattenbach,Endliker,Asien,34
2015,Mattenbach,Endliker,Bosnien u. Herzegowina,NA
2015,Mattenbach,Endliker,Deutschland,73
2015,Mattenbach,Endliker,Italien,109
2015,Mattenbach,Endliker,Kosovo,64
2015,Mattenbach,Endliker,Mazedonien,29
2015,Mattenbach,Endliker,Nordeuropa,NA
2015,Mattenbach,Endliker,Österreich,NA
2015,Mattenbach,Endliker,Osteuropa und Russland,NA
2015,Mattenbach,Endliker,Portugal,21
2015,Mattenbach,Endliker,Schweiz,1607
2015,Mattenbach,Endliker,Serbien,50
2015,Mattenbach,Endliker,Spanien,NA
2015,Mattenbach,Endliker,Türkei,73
2015,Mattenbach,Endliker,übriges Mitteleuropa,38
2015,Mattenbach,Endliker,übriges Südosteuropa,NA
2015,Mattenbach,Endliker,unbekannt,1
2015,Mattenbach,Endliker,Westeuropa,NA
2015,Seen,Ganzenbühl,Afrika,NA
